Study_ID,DOI,Design_Control_Burn_Pre_Post,latitude,longitude,Area_watershed,Area_unit,Pair,Climate,Site,Sampling_Date,Burn_Unburn,Time_Since_Fire,Mean_Median_or_IndividualSample,DOC,DOC_unit,STDEV_DOC,STER_DOC,NO3,NO3_unit,STDEV_NO3,STER_NO3,Data_Found,Notes
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.70434,-116.118877,20.9,km,Site_1,Dfc,East Fork,  1986-06-07,Burn,1,Individual,-9999,N/A,N/A,N/A,0.028948312,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.70434,-116.118877,20.9,km,Site_1,Dfc,East Fork,  1986-06-18,Burn,1,Individual,-9999,N/A,N/A,N/A,0.019274257,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.70434,-116.118877,20.9,km,Site_1,Dfc,East Fork,  1986-07-07,Burn,1,Individual,-9999,N/A,N/A,N/A,0.019236556,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.70434,-116.118877,20.9,km,Site_1,Dfc,East Fork,  1986-07-22,Burn,1,Individual,-9999,N/A,N/A,N/A,0.024030228,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.70434,-116.118877,20.9,km,Site_1,Dfc,East Fork,  1986-08-16,Burn,1,Individual,-9999,N/A,N/A,N/A,0.055346492,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.70434,-116.118877,20.9,km,Site_1,Dfc,East Fork,  1986-09-08,Burn,1,Individual,-9999,N/A,N/A,N/A,0.031172666,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.70434,-116.118877,20.9,km,Site_1,Dfc,East Fork,  1986-10-29,Burn,1,Individual,-9999,N/A,N/A,N/A,0.091390452,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.70434,-116.118877,20.9,km,Site_1,Dfc,East Fork,  1986-12-06,Burn,1,Individual,-9999,N/A,N/A,N/A,0.127506043,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.70434,-116.118877,20.9,km,Site_1,Dfc,East Fork,  1987-01-29,Burn,2,Individual,-9999,N/A,N/A,N/A,0.120158134,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.70434,-116.118877,20.9,km,Site_1,Dfc,East Fork,  1987-02-19,Burn,2,Individual,-9999,N/A,N/A,N/A,0.129766212,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.70434,-116.118877,20.9,km,Site_1,Dfc,East Fork,  1987-03-11,Burn,2,Individual,-9999,N/A,N/A,N/A,0.170745221,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.70434,-116.118877,20.9,km,Site_1,Dfc,East Fork,  1987-03-26,Burn,2,Individual,-9999,N/A,N/A,N/A,0.243100816,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.70434,-116.118877,20.9,km,Site_1,Dfc,East Fork,  1987-04-03,Burn,2,Individual,-9999,N/A,N/A,N/A,0.578473071,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.70434,-116.118877,20.9,km,Site_1,Dfc,East Fork,  1987-04-08,Burn,2,Individual,-9999,N/A,N/A,N/A,0.747363743,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.70434,-116.118877,20.9,km,Site_1,Dfc,East Fork,  1987-04-16,Burn,2,Individual,-9999,N/A,N/A,N/A,0.80766824,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.70434,-116.118877,20.9,km,Site_1,Dfc,East Fork,  1987-04-23,Burn,2,Individual,-9999,N/A,N/A,N/A,0.759395989,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.70434,-116.118877,20.9,km,Site_1,Dfc,East Fork,  1987-05-07,Burn,2,Individual,-9999,N/A,N/A,N/A,0.156151197,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.70434,-116.118877,20.9,km,Site_1,Dfc,East Fork,  1987-05-20,Burn,2,Individual,-9999,N/A,N/A,N/A,0.05237189,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.70434,-116.118877,20.9,km,Site_1,Dfc,East Fork,  1987-06-18,Burn,2,Individual,-9999,N/A,N/A,N/A,0.018531549,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.70434,-116.118877,20.9,km,Site_1,Dfc,East Fork,  1987-07-29,Burn,2,Individual,-9999,N/A,N/A,N/A,0.057054344,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.70434,-116.118877,20.9,km,Site_1,Dfc,East Fork,  1987-08-18,Burn,2,Individual,-9999,N/A,N/A,N/A,0.040124748,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.70434,-116.118877,20.9,km,Site_1,Dfc,East Fork,  1987-09-12,Burn,2,Individual,-9999,N/A,N/A,N/A,0.037660993,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.70434,-116.118877,20.9,km,Site_1,Dfc,East Fork,  1987-10-07,Burn,2,Individual,-9999,N/A,N/A,N/A,0.027958663,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.70434,-116.118877,20.9,km,Site_1,Dfc,East Fork,  1987-11-09,Burn,2,Individual,-9999,N/A,N/A,N/A,0.052019387,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.70434,-116.118877,20.9,km,Site_1,Dfc,East Fork,  1987-12-11,Burn,2,Individual,-9999,N/A,N/A,N/A,0.066432446,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.70434,-116.118877,20.9,km,Site_1,Dfc,East Fork,  1988-01-22,Burn,3,Individual,-9999,N/A,N/A,N/A,0.059109044,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.70434,-116.118877,20.9,km,Site_1,Dfc,East Fork,  1988-03-13,Burn,3,Individual,-9999,N/A,N/A,N/A,0.046941073,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.70434,-116.118877,20.9,km,Site_1,Dfc,East Fork,  1988-03-24,Burn,3,Individual,-9999,N/A,N/A,N/A,0.05174417,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.70434,-116.118877,20.9,km,Site_1,Dfc,East Fork,  1988-04-07,Burn,3,Individual,-9999,N/A,N/A,N/A,0.153055952,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.70434,-116.118877,20.9,km,Site_1,Dfc,East Fork,  1988-04-20,Burn,3,Individual,-9999,N/A,N/A,N/A,0.44981116,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.70434,-116.118877,20.9,km,Site_1,Dfc,East Fork,  1988-05-07,Burn,3,Individual,-9999,N/A,N/A,N/A,0.208489492,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.70434,-116.118877,20.9,km,Site_1,Dfc,East Fork,  1988-05-18,Burn,3,Individual,-9999,N/A,N/A,N/A,0.06369536,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.70434,-116.118877,20.9,km,Site_1,Dfc,East Fork,  1988-06-05,Burn,3,Individual,-9999,N/A,N/A,N/A,0.015402373,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.70434,-116.118877,20.9,km,Site_1,Dfc,East Fork,  1988-07-27,Burn,3,Individual,-9999,N/A,N/A,N/A,0.012883952,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.70434,-116.118877,20.9,km,Site_1,Dfc,East Fork,  1988-08-17,Burn,3,Individual,-9999,N/A,N/A,N/A,0.034556323,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.70434,-116.118877,20.9,km,Site_1,Dfc,East Fork,  1988-09-08,Burn,3,Individual,-9999,N/A,N/A,N/A,0.03692394,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.70434,-116.118877,20.9,km,Site_1,Dfc,East Fork,  1988-10-03,Burn,3,Individual,-9999,N/A,N/A,N/A,0.015157318,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.712888,-116.122217,34.5,km,Site_2,Dfc,Middle Fork,  1985-08-13,Burn,0,Individual,-9999,N/A,N/A,N/A,0.022314836,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.712888,-116.122217,34.5,km,Site_2,Dfc,Middle Fork,  1985-09-10,Burn,0,Individual,-9999,N/A,N/A,N/A,0.058451163,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.712888,-116.122217,34.5,km,Site_2,Dfc,Middle Fork,  1985-10-05,Burn,0,Individual,-9999,N/A,N/A,N/A,0.060813125,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.712888,-116.122217,34.5,km,Site_2,Dfc,Middle Fork,  1985-11-05,Burn,0,Individual,-9999,N/A,N/A,N/A,0.128310957,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.712888,-116.122217,34.5,km,Site_2,Dfc,Middle Fork,  1985-12-08,Burn,0,Individual,-9999,N/A,N/A,N/A,0.101701652,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.712888,-116.122217,34.5,km,Site_2,Dfc,Middle Fork,  1986-01-25,Burn,1,Individual,-9999,N/A,N/A,N/A,0.089539337,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.712888,-116.122217,34.5,km,Site_2,Dfc,Middle Fork,  1986-03-08,Burn,1,Individual,-9999,N/A,N/A,N/A,0.195620285,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
Gluns & Toews; 1989,pdf,Control_Reference_vs_Impact,49.712888,-116.122217,34.5,km,Site_2,Dfc,Middle Fork,  1986-04-07,Burn,1,Individual,-9999,N/A,N/A,N/A,0.366874804,mg_N_L,N/A,N/A,Figure_3; Hampton et al. 2022_Extracted,These are concentration differences between upstream and downstream sites on the same river for each siteI had to get access to this paper from the PNNL resource library. This paper also includes a time series of Q but I would have to extract it or find the USGS gauge. Hampton et al. 2022 extracted data from figure 3 so I used the data they extracted. 
