Study_ID,DOI,Design (Control/Burn; Pre/Post),Latitude,Longitude,Pair,Climate,Site,Sampling_Date,Burn_Unburn,Time_Since_Fire,Mean_Median_or_IndividualSample,DOC,DOC_unit,STDEV_DOC,STER_DOC,NO3,NO3_unit,STDEV_NO3,STER_NO3,Data_Found,Notes
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.88,-120.041,Site_1,Csb,Site_2,1/11/08,Burn,1,Individual,,,,,0.322584856,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.88,-120.041,Site_1,Csb,Site_2,12/17/07,Burn,0,Individual,,,,,0.107441253,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.88,-120.041,Site_1,Csb,Site_2,12/3/07,Burn,0,Individual,,,,,0.00926893,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.88,-120.041,Site_1,Csb,Site_2,11/10/07,Burn,0,Individual,,,,,0.047911227,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.879,-120.03,Site_2,Csb,Site_3,10/7/07,Burn,0,Individual,,,,,0.003002611,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.879,-120.03,Site_2,Csb,Site_3,10/24/07,Burn,0,Individual,,,,,0.000913838,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.879,-120.03,Site_2,Csb,Site_3,11/8/07,Burn,0,Individual,,,,,0.00926893,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.879,-120.03,Site_2,Csb,Site_3,11/12/07,Burn,0,Individual,,,,,0.392558747,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.879,-120.03,Site_2,Csb,Site_3,12/6/07,Burn,0,Individual,,,,,0.008224543,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.879,-120.03,Site_2,Csb,Site_3,1/11/08,Burn,1,Individual,,,,,0.173237598,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.879,-120.03,Site_2,Csb,Site_3,1/13/08,Burn,1,Individual,,,,,0.257832898,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.879,-120.03,Site_2,Csb,Site_3,1/28/08,Burn,1,Individual,,,,,0.161749347,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.879,-120.03,Site_2,Csb,Site_3,2/8/08,Burn,1,Individual,,,,,0.09073107,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.879,-120.03,Site_2,Csb,Site_3,2/11/08,Burn,1,Individual,,,,,0.138772846,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.879,-120.03,Site_2,Csb,Site_3,2/28/08,Burn,1,Individual,,,,,0.157571802,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.879,-120.03,Site_2,Csb,Site_3,3/7/08,Burn,1,Individual,,,,,0.141906005,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.879,-120.03,Site_2,Csb,Site_3,3/14/08,Burn,1,Individual,,,,,0.231723238,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.879,-120.03,Site_2,Csb,Site_3,4/4/08,Burn,1,Individual,,,,,0.061488251,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.879,-120.03,Site_2,Csb,Site_3,4/20/08,Burn,1,Individual,,,,,0.003002611,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.879,-120.03,Site_2,Csb,Site_3,5/1/08,Burn,1,Individual,,,,,0.012402089,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.879,-120.03,Site_2,Csb,Site_3,5/12/08,Burn,1,Individual,,,,,0.000913838,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.879,-120.03,Site_2,Csb,Site_3,5/27/08,Burn,1,Individual,,,,,0.001958225,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.879,-120.03,Site_2,Csb,Site_3,6/6/08,Burn,1,Individual,,,,,0.011357702,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.879,-120.03,Site_2,Csb,Site_3,6/22/08,Burn,1,Individual,,,,,0.001958225,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.879,-120.03,Site_2,Csb,Site_3,7/18/08,Burn,1,Individual,,,,,0.00613577,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.879,-120.03,Site_2,Csb,Site_3,8/2/08,Burn,1,Individual,,,,,0.000913838,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.879,-120.03,Site_2,Csb,Site_3,8/16/08,Burn,1,Individual,,,,,0.004046997,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.879,-120.03,Site_2,Csb,Site_3,9/2/08,Burn,1,Individual,,,,,0.005091384,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.879,-120.03,Site_2,Csb,Site_3,9/11/08,Burn,1,Individual,,,,,0.061488251,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.879,-120.03,Site_2,Csb,Site_3,9/24/08,Burn,1,Individual,,,,,0.147127937,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.879,-120.03,Site_2,Csb,Site_3,9/29/08,Burn,1,Individual,,,,,0.185770235,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.879,-120.03,Site_2,Csb,Site_3,10/5/08,Burn,1,Individual,,,,,0.228115851,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.879,-120.03,Site_2,Csb,Site_3,10/11/08,Burn,1,Individual,,,,,0.002058501,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.879,-120.03,Site_2,Csb,Site_3,11/2/08,Burn,1,Individual,,,,,0.001994458,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.879,-120.03,Site_2,Csb,Site_3,11/3/08,Burn,1,Individual,,,,,0.393658511,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.879,-120.03,Site_2,Csb,Site_3,11/8/08,Burn,1,Individual,,,,,0.051976161,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.879,-120.03,Site_2,Csb,Site_3,12/4/08,Burn,1,Individual,,,,,0.02898761,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.879,-120.03,Site_2,Csb,Site_3,12/27/08,Burn,1,Individual,,,,,0.010169647,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.879,-120.03,Site_2,Csb,Site_3,1/23/09,Burn,2,Individual,,,,,0.040303482,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.879,-120.03,Site_2,Csb,Site_3,2/3/09,Burn,2,Individual,,,,,0.016311167,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.879,-120.03,Site_2,Csb,Site_3,2/15/09,Burn,2,Individual,,,,,0.060028492,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.879,-120.03,Site_2,Csb,Site_3,2/24/09,Burn,2,Individual,,,,,0.089170326,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.879,-120.03,Site_2,Csb,Site_3,3/2/09,Burn,2,Individual,,,,,0.045403335,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.879,-120.03,Site_2,Csb,Site_3,3/5/09,Burn,2,Individual,,,,,0.080810853,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.879,-120.03,Site_2,Csb,Site_3,3/20/09,Burn,2,Individual,,,,,0.047433082,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.879,-120.03,Site_2,Csb,Site_3,4/8/09,Burn,2,Individual,,,,,0.025505803,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.879,-120.03,Site_2,Csb,Site_3,4/20/09,Burn,2,Individual,,,,,0.033803848,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.879,-120.03,Site_2,Csb,Site_3,4/28/09,Burn,2,Individual,,,,,0.004614962,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.879,-120.03,Site_2,Csb,Site_3,5/13/09,Burn,2,Individual,,,,,0.006655165,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.879,-120.03,Site_2,Csb,Site_3,6/3/09,Burn,2,Individual,,,,,0.000346351,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.879,-120.03,Site_2,Csb,Site_3,6/30/09,Burn,2,Individual,,,,,0.000269239,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.879,-120.03,Site_2,Csb,Site_3,7/25/09,Burn,2,Individual,,,,,0.000197355,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.879,-120.03,Site_2,Csb,Site_3,8/18/09,Burn,2,Individual,,,,,0.005337725,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.873,-120.013,Site_3,Csb,Site_4,1/12/08,Burn,1,Individual,,,,,0.018668407,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.873,-120.013,Site_3,Csb,Site_4,1/26/08,Burn,1,Individual,,,,,0.074020888,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.873,-120.013,Site_3,Csb,Site_4,2/11/08,Burn,1,Individual,,,,,0.128328982,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.873,-120.013,Site_3,Csb,Site_4,3/1/08,Burn,1,Individual,,,,,0.111618799,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.873,-120.013,Site_3,Csb,Site_4,3/4/08,Burn,1,Individual,,,,,0.046866841,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.873,-120.013,Site_3,Csb,Site_4,3/9/08,Burn,1,Individual,,,,,0.013446475,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.873,-120.013,Site_3,Csb,Site_4,3/24/08,Burn,1,Individual,,,,,0.063577023,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.873,-120.013,Site_3,Csb,Site_4,4/3/08,Burn,1,Individual,,,,,0.016579634,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.873,-120.013,Site_3,Csb,Site_4,4/21/08,Burn,1,Individual,,,,,0.000913838,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.873,-120.013,Site_3,Csb,Site_4,4/30/08,Burn,1,Individual,,,,,0.012402089,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.873,-120.013,Site_3,Csb,Site_4,5/10/08,Burn,1,Individual,,,,,-0.000130548,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.873,-120.013,Site_3,Csb,Site_4,5/30/08,Burn,1,Individual,,,,,0.003002611,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.873,-120.013,Site_3,Csb,Site_4,6/15/08,Burn,1,Individual,,,,,0.005091384,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.873,-120.013,Site_3,Csb,Site_4,6/28/08,Burn,1,Individual,,,,,0.011357702,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.873,-120.013,Site_3,Csb,Site_4,7/11/08,Burn,1,Individual,,,,,0.023890339,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.873,-120.013,Site_3,Csb,Site_4,7/29/08,Burn,1,Individual,,,,,0.005091384,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.873,-120.013,Site_3,Csb,Site_4,8/8/08,Burn,1,Individual,,,,,0.028067885,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.873,-120.013,Site_3,Csb,Site_4,8/20/08,Burn,1,Individual,,,,,0.018668407,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.873,-120.013,Site_3,Csb,Site_4,9/2/08,Burn,1,Individual,,,,,0.004046997,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.873,-120.013,Site_3,Csb,Site_4,9/15/08,Burn,1,Individual,,,,,0.015535248,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.873,-120.013,Site_3,Csb,Site_4,9/30/08,Burn,1,Individual,,,,,0.019712794,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.873,-120.013,Site_3,Csb,Site_4,10/7/08,Burn,1,Individual,,,,,0.01977729,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.873,-120.013,Site_3,Csb,Site_4,10/12/08,Burn,1,Individual,,,,,0.002055887,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.873,-120.013,Site_3,Csb,Site_4,10/23/08,Burn,1,Individual,,,,,0.003066186,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.873,-120.013,Site_3,Csb,Site_4,10/28/08,Burn,1,Individual,,,,,0.013465862,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.873,-120.013,Site_3,Csb,Site_4,11/3/08,Burn,1,Individual,,,,,0.003033511,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.873,-120.013,Site_3,Csb,Site_4,11/9/08,Burn,1,Individual,,,,,0.048849854,mg_N_L,,,Figure_5,
Oliver et al. 2012,10.1007/s10533-011-9657-0,Control_Reference_vs_Impact,38.873,-120.013,Site_3,Csb,Site_4,11/28/08,Burn,1,Individual,,,,,0.042546267,mg_N_L,,,Figure_5,
