Study_ID,DOI,Design (Control/Burn; Pre/Post),Latitude,Longitude,Pair,Climate,Site,Sampling_Date,Burn_Unburn,Time_Since_Fire,Mean_Median_or_IndividualSample,DOC,DOC_unit,STDEV_DOC,STER_DOC,NO3,NO3_unit,STDEV_NO3,STER_NO3,Data_Found,Notes
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,0.673469388,mg_L,,,0.044680851,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,0.571428571,mg_L,,,0.04787234,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,0.469387755,mg_L,,,0.070212766,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,0.510204082,mg_L,,,0.082978723,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,0.87755102,mg_L,,,0.09893617,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,0.530612245,mg_L,,,0.124468085,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,0.551020408,mg_L,,,0.114893617,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,0.571428571,mg_L,,,0.105319149,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,0.632653061,mg_L,,,0.05106383,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,0.632653061,mg_L,,,0.044680851,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,0.530612245,mg_L,,,0.015957447,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,0.93877551,mg_L,,,0.038297872,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,1.06122449,mg_L,,,0.054255319,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,1.142857143,mg_L,,,0.067021277,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,1.530612245,mg_L,,,0.086170213,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,1.734693878,mg_L,,,0.092553191,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,1.93877551,mg_L,,,0.025531915,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,2.040816327,mg_L,,,0.041489362,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,2.244897959,mg_L,,,0.028723404,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,2.346938776,mg_L,,,0.038297872,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,0.755102041,mg_L,,,0.044680851,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,0.571428571,mg_L,,,0.092553191,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,0.612244898,mg_L,,,0.114893617,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,0.510204082,mg_L,,,0.121276596,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,0.530612245,mg_L,,,0.146808511,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,0.551020408,mg_L,,,0.156382979,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,0.571428571,mg_L,,,0.172340426,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,0.530612245,mg_L,,,0.188297872,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,0.489795918,mg_L,,,0.220212766,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,0.489795918,mg_L,,,0.242553191,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,0.571428571,mg_L,,,0.25212766,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,0.489795918,mg_L,,,0.271276596,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,0.428571429,mg_L,,,0.341489362,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,0.510204082,mg_L,,,0.328723404,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,0.612244898,mg_L,,,0.092553191,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,0.653061224,mg_L,,,0.086170213,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,0.775510204,mg_L,,,0.092553191,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,0.775510204,mg_L,,,0.086170213,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,0.93877551,mg_L,,,0.063829787,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,1.12244898,mg_L,,,0.063829787,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,1.265306122,mg_L,,,0.067021277,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,1.346938776,mg_L,,,0.079787234,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,1.448979592,mg_L,,,0.296808511,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,1.591836735,mg_L,,,0.319148936,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,1.714285714,mg_L,,,0.175531915,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,1.979591837,mg_L,,,0.162765957,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,2.06122449,mg_L,,,0.153191489,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,2.387755102,mg_L,,,0.146808511,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,0.714285714,mg_L,,,0.108510638,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,0.551020408,mg_L,,,0.10212766,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,0.530612245,mg_L,,,0.079787234,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,0.387755102,mg_L,,,0.118085106,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,0.489795918,mg_L,,,0.082978723,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,0.693877551,mg_L,,,0.028723404,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,0.408163265,mg_L,,,0.041489362,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,0.551020408,mg_L,,,0.079787234,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2017,Burn,1,Individual,0.428571429,mg_L,,,0.019148936,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2018,Burn,2,Individual,0.306122449,mg_L,,,0.022340426,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2018,Burn,2,Individual,0.428571429,mg_L,,,0.035106383,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2018,Burn,2,Individual,0.428571429,mg_L,,,0.031914894,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2018,Burn,2,Individual,0.387755102,mg_L,,,0.089361702,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2018,Burn,2,Individual,0.367346939,mg_L,,,0.067021277,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2018,Burn,2,Individual,0.469387755,mg_L,,,0.114893617,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2018,Burn,2,Individual,0.346938776,mg_L,,,0.082978723,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2018,Burn,2,Individual,0.326530612,mg_L,,,0.079787234,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2018,Burn,2,Individual,0.326530612,mg_L,,,0.09893617,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2018,Burn,2,Individual,0.326530612,mg_L,,,0.114893617,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2018,Burn,2,Individual,0.408163265,mg_L,,,0.140425532,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2018,Burn,2,Individual,0.551020408,mg_L,,,0.121276596,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2018,Burn,2,Individual,0.367346939,mg_L,,,0.095744681,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2018,Burn,2,Individual,0.448979592,mg_L,,,0.082978723,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2018,Burn,2,Individual,0.408163265,mg_L,,,0.086170213,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2018,Burn,2,Individual,0.326530612,mg_L,,,0.10212766,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2018,Burn,2,Individual,0.428571429,mg_L,,,0.05106383,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2018,Burn,2,Individual,0.285714286,mg_L,,,0.063829787,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2018,Burn,2,Individual,0.387755102,mg_L,,,0.070212766,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2018,Burn,2,Individual,0.387755102,mg_L,,,0.086170213,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2018,Burn,2,Individual,0.387755102,mg_L,,,0.217021277,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2018,Burn,2,Individual,0.367346939,mg_L,,,0.153191489,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2018,Burn,2,Individual,0.367346939,mg_L,,,0.092553191,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2018,Burn,2,Individual,0.387755102,mg_L,,,0.067021277,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2018,Burn,2,Individual,0.510204082,mg_L,,,0.060638298,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2018,Burn,2,Individual,0.428571429,mg_L,,,0.044680851,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2018,Burn,2,Individual,0.408163265,mg_L,,,0.057446809,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2018,Burn,2,Individual,1.224489796,mg_L,,,0.076595745,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2018,Burn,2,Individual,3.591836735,mg_L,,,0.089361702,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2018,Burn,2,Individual,0.755102041,mg_L,,,0.092553191,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2018,Burn,2,Individual,0.591836735,mg_L,,,0.079787234,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2018,Burn,2,Individual,0.489795918,mg_L,,,0.082978723,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2018,Burn,2,Individual,0.551020408,mg_L,,,0.079787234,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2018,Burn,2,Individual,0.530612245,mg_L,,,0.070212766,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2018,Burn,2,Individual,0.591836735,mg_L,,,0.05106383,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2018,Burn,2,Individual,0.510204082,mg_L,,,0.063829787,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2018,Burn,2,Individual,0.489795918,mg_L,,,0.067021277,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2018,Burn,2,Individual,0.448979592,mg_L,,,0.108510638,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2018,Burn,2,Individual,0.591836735,mg_L,,,0.057446809,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2018,Burn,2,Individual,0.489795918,mg_L,,,0.063829787,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2018,Burn,2,Individual,0.510204082,mg_L,,,0.04787234,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2018,Burn,2,Individual,0.551020408,mg_L,,,0.063829787,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2018,Burn,2,Individual,0.489795918,mg_L,,,0.006382979,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2018,Burn,2,Individual,0.653061224,mg_L,,,0.009574468,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2018,Burn,2,Individual,0.795918367,mg_L,,,0.044680851,mg_N_L,,,Supplmental,
Caldwell et al. 2020,10.1002/hyp.13922,Control_Reference_vs_Impact,,,Site_1,Cfa,CA,2018,Burn,2,Individual,0.469387755,mg_L,,,0.063829787,mg_N_L,,,Supplmental,
