Study_ID,DOI,Design_Control_Burn_Pre_Post,Latitude,Longitude,Area_watershed,Area_unit,Pair,Climate,Site,Sampling_Date,Burn_Unburn,Time_Since_Fire,Mean_Median_or_IndividualSample,DOC,DOC_unit,STDEV_DOC,STER_DOC,NO3,NO3_unit,STDEV_NO3,STER_NO3,Data_Found,Notes
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_1,6/1/02,Unburn,0,Individual,,,,,0.180722892,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_1,7/1/02,Unburn,0,Individual,,,,,0.602409639,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_1,8/1/02,Unburn,0,Individual,,,,,0.732931727,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_1,9/1/02,Unburn,0,Individual,,,,,0.020080321,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_1,10/1/02,Unburn,0,Individual,,,,,0.030120482,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_1,2/1/03,Unburn,1,Individual,,,,,0.070281124,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_1,3/1/03,Unburn,1,Individual,,,,,0,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_1,4/1/03,Unburn,1,Individual,,,,,0.050200803,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_1,5/1/03,Unburn,1,Individual,,,,,0.200803213,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_1,6/1/03,Unburn,1,Individual,,,,,0.230923695,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_1,7/1/03,Unburn,1,Individual,,,,,0.220883534,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_1,8/1/03,Unburn,1,Individual,,,,,0.110441767,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_1,9/1/03,Unburn,1,Individual,,,,,0.110441767,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_1,10/1/03,Unburn,1,Individual,,,,,0.100401606,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_1,11/1/03,Unburn,1,Individual,,,,,0.060240964,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_1,2/1/04,Unburn,2,Individual,,,,,0.090361446,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_1,3/1/04,Unburn,2,Individual,,,,,0.040160643,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_1,4/1/04,Unburn,2,Individual,,,,,0.16064257,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_1,5/1/04,Unburn,2,Individual,,,,,0.271084337,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_1,6/1/04,Unburn,2,Individual,,,,,0.281124498,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_1,7/1/04,Unburn,2,Individual,,,,,0.261044177,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_1,8/1/04,Unburn,2,Individual,,,,,0.200803213,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_1,9/1/04,Unburn,2,Individual,,,,,0.130522088,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_1,10/1/04,Unburn,2,Individual,,,,,0.130522088,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_1,11/1/04,Unburn,2,Individual,,,,,0.130522088,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_1,12/1/04,Unburn,2,Individual,,,,,0.180722892,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_1,1/1/05,Unburn,3,Individual,,,,,0.170682731,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_1,2/1/05,Unburn,3,Individual,,,,,0.030120482,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_1,3/1/05,Unburn,3,Individual,,,,,0.16064257,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_1,4/1/05,Unburn,3,Individual,,,,,0.291164659,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_1,5/1/05,Unburn,3,Individual,,,,,0.291164659,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_1,6/1/05,Unburn,3,Individual,,,,,0.120481928,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_1,7/1/05,Unburn,3,Individual,,,,,0.180722892,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_1,8/1/05,Unburn,3,Individual,,,,,0.070281124,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_1,9/1/05,Unburn,3,Individual,,,,,0.100401606,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_1,10/1/05,Unburn,3,Individual,,,,,0.100401606,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_1,11/1/05,Unburn,3,Individual,,,,,0.100401606,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_1,12/1/05,Unburn,3,Individual,,,,,0.020080321,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_1,1/1/06,Unburn,4,Individual,,,,,0.010040161,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_1,2/1/06,Unburn,4,Individual,,,,,0.100401606,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_1,3/1/06,Unburn,4,Individual,,,,,0.230923695,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_1,4/1/06,Unburn,4,Individual,,,,,0.16064257,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_1,5/1/06,Unburn,4,Individual,,,,,0.240963855,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_1,6/1/06,Unburn,4,Individual,,,,,0.180722892,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_1,7/1/06,Unburn,4,Individual,,,,,0.090361446,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_1,8/1/06,Unburn,4,Individual,,,,,0.120481928,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_1,9/1/06,Unburn,4,Individual,,,,,0.100401606,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_1,10/1/06,Unburn,4,Individual,,,,,0.130522088,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_2,3/1/01,Unburn,Pre,Individual,,,,,0.010040161,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_2,4/1/01,Unburn,Pre,Individual,,,,,0.120481928,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_2,5/1/01,Unburn,Pre,Individual,,,,,-0.010040161,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_2,6/1/01,Unburn,Pre,Individual,,,,,0.060240964,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_2,7/1/01,Unburn,Pre,Individual,,,,,0.100401606,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_2,8/1/01,Unburn,Pre,Individual,,,,,0.110441767,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_2,9/1/01,Unburn,Pre,Individual,,,,,0.100401606,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_2,10/1/01,Unburn,Pre,Individual,,,,,0.070281124,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_2,2/1/02,Unburn,0,Individual,,,,,0.030120482,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_2,3/1/02,Unburn,0,Individual,,,,,0.010040161,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_2,4/1/02,Unburn,0,Individual,,,,,0.010040161,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_2,5/1/02,Unburn,0,Individual,,,,,0.010040161,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_2,6/1/02,Unburn,0,Individual,,,,,0.020080321,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_2,7/1/02,Unburn,0,Individual,,,,,0.030120482,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_2,8/1/02,Unburn,0,Individual,,,,,0.180722892,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_2,9/1/02,Unburn,0,Individual,,,,,0,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_2,10/1/02,Unburn,0,Individual,,,,,0.040160643,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_2,2/1/03,Unburn,1,Individual,,,,,0.010040161,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_2,3/1/03,Unburn,1,Individual,,,,,0.040160643,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_2,4/1/03,Unburn,1,Individual,,,,,0.010040161,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_2,5/1/03,Unburn,1,Individual,,,,,0,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_2,6/1/03,Unburn,1,Individual,,,,,0.030120482,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_2,7/1/03,Unburn,1,Individual,,,,,0.050200803,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_2,8/1/03,Unburn,1,Individual,,,,,0.040160643,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_2,9/1/03,Unburn,1,Individual,,,,,0.020080321,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_2,10/1/03,Unburn,1,Individual,,,,,0.020080321,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_2,11/1/03,Unburn,1,Individual,,,,,0.020080321,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_2,12/1/03,Unburn,1,Individual,,,,,0.020080321,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_2,2/1/04,Unburn,2,Individual,,,,,0.010040161,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_2,3/1/04,Unburn,2,Individual,,,,,0,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_2,4/1/04,Unburn,2,Individual,,,,,0.010040161,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_2,5/1/04,Unburn,2,Individual,,,,,0.060240964,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_2,6/1/04,Unburn,2,Individual,,,,,0.060240964,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_2,7/1/04,Unburn,2,Individual,,,,,0.070281124,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_2,8/1/04,Unburn,2,Individual,,,,,0.120481928,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_2,9/1/04,Unburn,2,Individual,,,,,-0.010040161,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_2,10/1/04,Unburn,2,Individual,,,,,0.050200803,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_2,11/1/04,Unburn,2,Individual,,,,,0.040160643,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_2,12/1/04,Unburn,2,Individual,,,,,0.050200803,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_2,1/1/05,Unburn,3,Individual,,,,,0.030120482,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_2,2/1/05,Unburn,3,Individual,,,,,0.030120482,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_2,3/1/05,Unburn,3,Individual,,,,,0.020080321,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_2,4/1/05,Unburn,3,Individual,,,,,0.090361446,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_2,5/1/05,Unburn,3,Individual,,,,,0.090361446,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_2,6/1/05,Unburn,3,Individual,,,,,0.070281124,mg_per_L_N,,,Figure 5,
Rhoades et al. 2011,10.1046/10.1071/WF09086j.1365-2427.2003.01066.x,Control_Reference_vs_Impact_Pre_Post,,,,,Control,Dfb,Unburn_2,7/1/05,Unburn,3,Individual,,,,,0.060240964,mg_per_L_N,,,Figure 5,
