"Study_ID","response_var","Koppen","TSF","Ne","Nc","Xe1","Xe2","Xe3","Xe4","Xe5","Xe6","Xe7","Xe8","Xe9","Xe10","Xc","percent_change1","percent_change2","percent_change3","percent_change4","percent_change5","percent_change6","percent_change7","percent_change8","percent_change9","percent_change10","Xc123","Xc4","Xc5","Climate"
"11","NO3_mg_per_L_as_Nitrate","Cfb","2-3 years",195,64,0.096762500006163,0.247480550281806,0.323276919582771,NA,NA,NA,NA,NA,NA,NA,0.0356223790309829,171.634019507802,594.733358674776,807.510751321799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Temperate"
"11","NO3_mg_per_L_as_Nitrate","Cfb","4-5 years",103,33,0.0557673509311144,0.0844683393068578,0.0980420105015191,NA,NA,NA,NA,NA,NA,NA,0.0370869990202893,50.3690037055991,127.757277585731,164.356817999437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Temperate"
"14","NO3_mg_per_L_as_Nitrate","Cfb","Post-Fire",1,NA,0.2190322581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Temperate"
"14","NO3_mg_per_L_as_Nitrate","Cfb","Pre-Fire",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006774193548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Temperate"
"14","TN_mg_N_per_L","Cfb","Post-Fire",1,NA,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Temperate"
"14","TN_mg_N_per_L","Cfb","Pre-Fire",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Temperate"
"15","DOC_mg_C_L","Dfb",">10 years",8,5,3.9,3.6,2.9,2.2,4,2.6,1.5,1,NA,NA,1.82,114.285714285714,97.8021978021978,59.3406593406593,20.8791208791209,119.78021978022,42.8571428571429,-17.5824175824176,-45.0549450549451,NA,NA,NA,NA,NA,"Cold"
"15","STDEV_DOC","Dfb",">10 years",8,5,0.4,0.5,0.3,0.3,0.6,0.3,0.1,0.1,NA,NA,0.26,53.8461538461539,92.3076923076923,15.3846153846154,15.3846153846154,130.769230769231,15.3846153846154,-61.5384615384615,-61.5384615384615,NA,NA,NA,NA,NA,"Cold"
"16","DOC_mg_C_L","Csa","0-1 years",31,6,5.00311720571429,7.05003296235294,NA,NA,NA,NA,NA,NA,NA,NA,5.14962593333333,-2.84503630973858,36.9037878405564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Temperate"
"16","DOC_mg_C_L","Csa","2-3 years",31,12,4.04716981133333,3.994324881875,NA,NA,NA,NA,NA,NA,NA,NA,3.50383254833333,15.5069414849305,13.998737861345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Temperate"
"16","NH4_mg_per_L_as_NH4","Csa","0-1 years",32,6,0.10672043,0.24109027,NA,NA,NA,NA,NA,NA,NA,NA,0.0107642633333333,891.432731578783,2139.72846570395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Temperate"
"16","NH4_mg_per_L_as_NH4","Csa","2-3 years",27,13,0.104741511428571,0.0727930884615385,NA,NA,NA,NA,NA,NA,NA,NA,0.0353813192307692,196.036195669842,105.738762839104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Temperate"
"16","NO3_mg_per_L_as_Nitrate","Csa","0-1 years",2,2,NA,0.03183391,NA,NA,NA,NA,NA,NA,NA,NA,0.00092272,NA,3350.00758626669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Temperate"
"16","NO3_mg_per_L_as_Nitrate","Csa","2-3 years",29,12,0.234798972857143,0.221700598,NA,NA,NA,NA,NA,NA,NA,NA,0.0783233533333333,199.781563051662,183.0581028068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Temperate"
"17","NO3_mg_per_L_as_Nitrate","Dfc","0-1 years",3,1,0.3816129032,0.7338709677,0.7632258065,NA,NA,NA,NA,NA,NA,NA,0.1467741935,160.000000068132,400.000000136264,420.000000204396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cold"
"18","DOC_mg_C_L","Dfc","0-1 years",24,NA,5.13425925875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cold"
"18","DOC_mg_C_L","Dfc","2-3 years",19,NA,3.88304093421053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cold"
"18","DOC_mg_C_L","Dfc","Pre-Fire",NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.753875522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cold"
"18","NO3_mg_per_L_as_Nitrate","Dfc","0-1 years",24,NA,0.293548386666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cold"
"18","NO3_mg_per_L_as_Nitrate","Dfc","2-3 years",20,NA,0.15483871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cold"
"18","NO3_mg_per_L_as_Nitrate","Dfc","Pre-Fire",NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.101633493404255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cold"
"18","TDN_mg_N_per_L","Dfc","0-1 years",24,NA,0.456989247083333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cold"
"18","TDN_mg_N_per_L","Dfc","2-3 years",21,NA,0.295299538571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cold"
"18","TDN_mg_N_per_L","Dfc","Pre-Fire",NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.244565757179487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cold"
"19","TN_mg_N_per_L","As","0-1 years",1,NA,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tropical"
"19","TN_mg_N_per_L","As","Pre-Fire",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tropical"
"2","NO3_mg_per_L_as_Nitrate","BSk","0-1 years",309,66,0.0259453725929204,0.00875363242718447,0.00598625596774194,NA,NA,NA,NA,NA,NA,NA,0.004541983,471.234471659633,92.7271067986046,31.7982909170275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arid"
"21","NO3_mg_per_L_as_Nitrate","Csb","0-1 years",38,25,NA,0.1159375,0.101545454545455,NA,NA,NA,NA,NA,NA,NA,0.0246,NA,371.290650406504,312.786400591279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Temperate"
"21","NO3_mg_per_L_as_Nitrate","Csb","2-3 years",35,22,NA,0.0528421052631579,0.0494375,NA,NA,NA,NA,NA,NA,NA,0.0375,NA,40.9122807017544,31.8333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Temperate"
"21","TN_mg_N_per_L","Csb","0-1 years",38,25,NA,0.280222222222222,0.31325,NA,NA,NA,NA,NA,NA,NA,0.194,NA,44.4444444444445,61.4690721649484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Temperate"
"21","TN_mg_N_per_L","Csb","2-3 years",42,21,NA,0.31245,0.318454545454545,NA,NA,NA,NA,NA,NA,NA,0.362625,NA,-13.8366080661841,-12.1807527184983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Temperate"
"22","DOC_mg_C_L","Dfc","0-1 years",32,32,1.2847098209375,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8390624996875,53.1125299266713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cold"
"22","DOC_mg_C_L","Dfc","2-3 years",40,33,1.112410714,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.608766232727273,82.7320002649293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cold"
"22","DOC_mg_C_L","Dfc","4-5 years",11,11,0.877597402727273,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.470454544545455,86.5424434522559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cold"
"22","NO3_mg_per_L_as_Nitrate","Dfc","0-1 years",34,37,0.394372609411765,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0926282313513514,325.758544299368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cold"
"22","NO3_mg_per_L_as_Nitrate","Dfc","2-3 years",51,51,0.189036605882353,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.055909671372549,238.110744065592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cold"
"22","NO3_mg_per_L_as_Nitrate","Dfc","4-5 years",14,14,0.131800088571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0541795671428571,143.265303733245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cold"
"22","TN_mg_N_per_L","Dfc","0-1 years",1,1,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cold"
"22","TN_mg_N_per_L","Dfc","2-3 years",2,2,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.105,138.095238095238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cold"
"22","TN_mg_N_per_L","Dfc","4-5 years",1,1,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,61.5384615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cold"
"24","TN_mg_N_per_L","Dfb","0-1 years",10,NA,0.963349514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cold"
"24","TN_mg_N_per_L","Dfb","Pre-Fire",NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.344174757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cold"
"25","TN_mg_N_per_L","Csa","0-1 years",8,NA,1.42946428625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Temperate"
"25","TN_mg_N_per_L","Csa","2-3 years",12,NA,0.747023809166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Temperate"
"25","TN_mg_N_per_L","Csa","4-5 years",24,NA,0.688988095416667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Temperate"
"25","TN_mg_N_per_L","Csa","6-10 years",12,NA,0.601190476666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Temperate"
"25","TN_mg_N_per_L","Csa","Pre-Fire",NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.987662338181818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Temperate"
"26","NH4_mg_per_L_as_NH4","Dfc","0-1 years",23,22,0.00298335303194783,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00482292980283182,-38.1423086399448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cold"
"26","NH4_mg_per_L_as_NH4","Dfc","2-3 years",32,27,0.00791261917946563,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00230591249895556,243.144815037413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cold"
"26","NO3_mg_per_L_as_Nitrate","Dfc","0-1 years",23,22,0.0587116214165217,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02565982425,128.807574223825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cold"
"26","NO3_mg_per_L_as_Nitrate","Dfc","2-3 years",33,33,0.123268778452424,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.022865190302303,439.111097798335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cold"
"26","TDN_mg_N_per_L","Dfc","0-1 years",23,22,1.01023017913043,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.232620320818182,334.282858684577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cold"
"26","TDN_mg_N_per_L","Dfc","2-3 years",30,30,0.487908496333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.282352941266667,72.8009257295219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cold"
"26","TN_mg_N_per_L","Dfc","0-1 years",23,22,1.10869565130435,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.216577540454545,411.91626286708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cold"
"26","TN_mg_N_per_L","Dfc","2-3 years",32,31,0.459558824375,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.268184693870968,71.3590800957897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cold"
"27","NO3_mg_per_L_as_Nitrate","Cfb","0-1 years",10,1,0.26434426,0.17213115,0.23360656,0.35040984,0.01229508,0.15983607,0.14754098,NA,0.22745902,0.14139344,0.23360656,13.1578924838412,-26.3157892483841,0,50,-94.7368430064635,-31.5789462419206,-36.8421075161588,NA,-2.63157849676823,-39.473686012927,NA,NA,NA,"Temperate"
"27","TN_mg_N_per_L","Cfb","0-1 years",10,1,0.78688525,0.8852459,0.81967213,1.21311475,1.01639344,1.24590164,1.27868852,1.31147541,2.29508197,1.14754098,1.14754098,-31.4285708559184,-22.857142757551,-28.5714284469388,5.71428568938774,-11.4285713787755,8.57142896979592,11.4285713787755,14.2857146591837,100.000000871429,0,NA,NA,NA,"Temperate"
"3","DOC_mg_C_L","Dfb","0-1 years",1,1,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,14.2857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cold"
"3","STDEV_DOC","Dfb","0-1 years",1,1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cold"
"3","TN_mg_N_per_L","Dfb","0-1 years",22,NA,0.661394580909091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cold"
"4","DOC_mg_C_L","Csb","4-5 years",6,3,2.63666666666667,2.80666666666667,NA,NA,NA,NA,NA,NA,NA,NA,1.63666666666667,61.0997963340122,71.4867617107943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Temperate"
"4","STER_DOC","Csb","4-5 years",6,3,0.316666666666667,0.443333333333333,NA,NA,NA,NA,NA,NA,NA,NA,0.22,43.9393939393939,101.515151515151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Temperate"
"4","STER_TDN","Csb","4-5 years",6,3,0.00666666666666667,0.04,NA,NA,NA,NA,NA,NA,NA,NA,0.02,-66.6666666666667,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Temperate"
"4","TDN_mg_N_per_L","Csb","4-5 years",6,3,0.0966666666666667,0.156666666666667,NA,NA,NA,NA,NA,NA,NA,NA,0.113333333333333,-14.7058823529412,38.2352941176471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Temperate"
"5","DOC_mg_C_L","Cfb","0-1 years",141,73,3.97763157894737,3.02,NA,NA,NA,NA,NA,NA,NA,NA,2.34520547945205,69.6069540088539,28.7733644859813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Temperate"
"5","NO3_mg_per_L_as_Nitrate","Cfb","0-1 years",143,73,0.118956011736607,0.0420102639276398,NA,NA,NA,NA,NA,NA,NA,NA,0.0294661953161662,303.703330071067,42.5710495599394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Temperate"
"6","NO3_mg_per_L_as_Nitrate","Dfb","0-1 years",1,NA,0.07328859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cold"
"6","NO3_mg_per_L_as_Nitrate","Dfb","2-3 years",2,NA,0.191677855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cold"
"6","NO3_mg_per_L_as_Nitrate","Dfb","4-5 years",2,NA,0.047919455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cold"
"6","NO3_mg_per_L_as_Nitrate","Dfb","6-10 years",5,NA,0.057503352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cold"
"6","NO3_mg_per_L_as_Nitrate","Dfb","Pre-Fire",NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.023114095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cold"
"8","DOC_mg_C_L","Dsc","0-1 years",4,2,5.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cold"
"8","DOC_mg_C_L","Dsc","2-3 years",2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cold"
"8","DOC_mg_C_L","Dsc","Pre-Fire",2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cold"
"8","NO3_mg_per_L_as_Nitrate","Dsc","0-1 years",4,2,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cold"
"8","NO3_mg_per_L_as_Nitrate","Dsc","2-3 years",2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cold"
"8","NO3_mg_per_L_as_Nitrate","Dsc","Pre-Fire",2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cold"
"8","STDEV_DOC","Dsc","0-1 years",4,2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cold"
"8","STDEV_DOC","Dsc","2-3 years",2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cold"
"8","STDEV_DOC","Dsc","Pre-Fire",2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cold"
"8","STER_NO3","Dsc","0-1 years",4,2,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cold"
"8","STER_NO3","Dsc","2-3 years",2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cold"
"8","STER_NO3","Dsc","Pre-Fire",2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cold"
"12","NH4_mg_per_L_as_NH4","Dfc","0-1 years",NA,NA,0.0250955416666667,0.0453845384615385,0.00639411111111111,0.0222590769230769,0.00571569230769231,NA,NA,NA,NA,NA,NA,325.11399088073,668.805970635471,8.3150994979225,500.660093409445,-1.59053004108531,NA,NA,NA,NA,NA,0.00590325,0.00370576923076923,0.00580807142857143,"Cold"
"12","NO3_mg_per_L_as_Nitrate","Dfc","0-1 years",NA,NA,0.02864552,0.0196263529411765,0.0478796875,0.169264142857143,0.101485214285714,NA,NA,NA,NA,NA,NA,186.094006317025,96.0160591371041,378.193156140373,33.9040898503587,184.105017793644,NA,NA,NA,NA,NA,0.010012625,0.126407,0.0357210214285714,"Cold"
"9","DOC_mg_C_L","Csb","0-1 years",2,NA,0.11,1.85,NA,NA,NA,NA,NA,NA,NA,NA,2.14,-94.8598130841121,-13.5514018691589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Temperate"
"9","DOC_mg_C_L","Csb","4-5 years",3,NA,1.18,1.89,NA,NA,NA,NA,NA,NA,NA,NA,2.14,-44.8598130841122,-11.6822429906542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Temperate"
"9","DOC_mg_C_L","Csb","6-10 years",6,NA,1.4375,1.57,NA,NA,NA,NA,NA,NA,NA,NA,2.14,-32.8271028037383,-26.6355140186916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Temperate"
"9","DOC_mg_C_L","Csb",">10 years",1,1,NA,0.84,NA,NA,NA,NA,NA,NA,NA,NA,2.14,NA,-60.7476635514019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Temperate"
"9","NO3_mg_per_L_as_Nitrate","Csb","0-1 years",2,NA,0.009032258065,0.006774193548,NA,NA,NA,NA,NA,NA,NA,NA,0.006774194,33.3333244515879,-6.67238050650189e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Temperate"
"9","NO3_mg_per_L_as_Nitrate","Csb","4-5 years",3,NA,0.0135483871,0.009032258065,NA,NA,NA,NA,NA,NA,NA,NA,0.006774194,99.9999867142866,33.3333244515879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Temperate"
"9","NO3_mg_per_L_as_Nitrate","Csb","6-10 years",6,NA,0.0079032258065,0.009032258065,NA,NA,NA,NA,NA,NA,NA,NA,0.006774194,16.6666588896037,33.3333244515879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Temperate"
